FlowNo,FirstSentTime,LastReceivedTime,FromIP,ToIP,SendToPort,ReceivedFromPort,SentFrameSize,ReceivedFrameSize,SentData,ReceivedData,Protocol,TransactionTime,HasSubFlow,isAbnormal
4,2019-3-8 16:14:30.595235,2019-3-8 16:14:30.675666,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:00:f6:0e:f0:01:02:87:01:62:01:d2:00,10:81:00:f6:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:01:00:00,eth:ethertype:ip:udp:data,80.0,false,false
1,2019-3-8 16:14:30.595166,2019-3-8 16:14:30.682932,192.168.2.238,192.168.2.166,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,87.0,false,false
2,2019-3-8 16:14:30.595193,2019-3-8 16:14:30.687952,192.168.2.238,192.168.2.167,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,92.0,false,false
3,2019-3-8 16:14:30.595211,2019-3-8 16:14:30.697209,192.168.2.238,192.168.2.158,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,101.0,false,false
8,2019-3-8 16:14:31.595501,2019-3-8 16:14:31.668567,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:00:f6:0e:f0:01:02:87:01:62:01:d2:00,10:81:00:f6:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:01:00:00,eth:ethertype:ip:udp:data,73.0,false,false
5,2019-3-8 16:14:31.595421,2019-3-8 16:14:31.672891,192.168.2.238,192.168.2.166,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,77.0,false,false
6,2019-3-8 16:14:31.595449,2019-3-8 16:14:31.674904,192.168.2.238,192.168.2.167,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,79.0,false,false
7,2019-3-8 16:14:31.595469,2019-3-8 16:14:31.685140,192.168.2.238,192.168.2.158,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,89.0,false,false
12,2019-3-8 16:14:32.595764,2019-3-8 16:14:32.659373,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:00:f6:0e:f0:01:02:87:01:62:01:d2:00,10:81:00:f6:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:01:00:00,eth:ethertype:ip:udp:data,63.0,false,false
9,2019-3-8 16:14:32.595685,2019-3-8 16:14:32.661913,192.168.2.238,192.168.2.166,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,66.0,false,false
10,2019-3-8 16:14:32.595708,2019-3-8 16:14:32.662639,192.168.2.238,192.168.2.167,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,66.0,false,false
11,2019-3-8 16:14:32.595734,2019-3-8 16:14:32.673606,192.168.2.238,192.168.2.158,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,77.0,false,false
16,2019-3-8 16:14:33.595971,2019-3-8 16:14:33.649814,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:00:f6:0e:f0:01:02:87:01:62:01:d2:00,10:81:00:f6:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:01:00:00,eth:ethertype:ip:udp:data,53.0,false,false
15,2019-3-8 16:14:33.595948,2019-3-8 16:14:33.661787,192.168.2.238,192.168.2.158,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,65.0,false,false
14,2019-3-8 16:14:33.595924,2019-3-8 16:14:33.701880,192.168.2.238,192.168.2.167,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,105.0,false,false
13,2019-3-8 16:14:33.595901,2019-3-8 16:14:33.703521,192.168.2.238,192.168.2.166,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,107.0,false,false
20,2019-3-8 16:14:34.596229,2019-3-8 16:14:34.640149,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:00:f6:0e:f0:01:02:87:01:62:01:d2:00,10:81:00:f6:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:01:00:00,eth:ethertype:ip:udp:data,43.0,false,false
18,2019-3-8 16:14:34.596180,2019-3-8 16:14:34.689156,192.168.2.238,192.168.2.167,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,92.0,false,false
17,2019-3-8 16:14:34.596152,2019-3-8 16:14:34.694072,192.168.2.238,192.168.2.166,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,97.0,false,false
19,2019-3-8 16:14:34.596198,2019-3-8 16:14:34.702753,192.168.2.238,192.168.2.158,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,106.0,false,false
24,2019-3-8 16:14:35.596617,2019-3-8 16:14:35.632555,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:00:f6:0e:f0:01:02:87:01:62:01:d2:00,10:81:00:f6:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:01:00:00,eth:ethertype:ip:udp:data,35.0,false,false
22,2019-3-8 16:14:35.596565,2019-3-8 16:14:35.677230,192.168.2.238,192.168.2.167,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,80.0,false,false
21,2019-3-8 16:14:35.596537,2019-3-8 16:14:35.683677,192.168.2.238,192.168.2.166,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,87.0,false,false
23,2019-3-8 16:14:35.596584,2019-3-8 16:14:35.690757,192.168.2.238,192.168.2.158,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,94.0,false,false
26,2019-3-8 16:14:36.596830,2019-3-8 16:14:36.665265,192.168.2.238,192.168.2.167,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,68.0,false,false
25,2019-3-8 16:14:36.596806,2019-3-8 16:14:36.673316,192.168.2.238,192.168.2.166,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,76.0,false,false
28,2019-3-8 16:14:36.596877,2019-3-8 16:14:36.674082,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:00:f6:0e:f0:01:02:87:01:62:01:d2:00,10:81:00:f6:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:01:00:00,eth:ethertype:ip:udp:data,77.0,false,false
27,2019-3-8 16:14:36.596853,2019-3-8 16:14:36.678179,192.168.2.238,192.168.2.158,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,81.0,false,false
30,2019-3-8 16:14:37.597104,2019-3-8 16:14:37.658271,192.168.2.238,192.168.2.167,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,61.0,false,false
32,2019-3-8 16:14:37.597165,2019-3-8 16:14:37.665096,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:00:f6:0e:f0:01:02:87:01:62:01:d2:00,10:81:00:f6:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:01:00:00,eth:ethertype:ip:udp:data,67.0,false,false
29,2019-3-8 16:14:37.597081,2019-3-8 16:14:37.667167,192.168.2.238,192.168.2.166,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,70.0,false,false
31,2019-3-8 16:14:37.597138,2019-3-8 16:14:37.670494,192.168.2.238,192.168.2.158,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,73.0,false,false
44,2019-3-8 16:14:37.913760,2019-3-8 16:14:37.975630,192.168.2.238,192.168.2.167,3610,3610,60,57,10:81:34:3c:0e:f0:01:05:fd:01:62:01:80:00,10:81:34:3c:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,61.0,false,false
37,2019-3-8 16:14:37.913551,2019-3-8 16:14:37.977763,192.168.2.238,192.168.2.145,3610,3610,60,58,10:81:34:14:0e:f0:01:00:1f:01:62:01:e0:00,10:81:34:14:00:1f:01:0e:f0:01:72:01:e0:02:00:5e,eth:ethertype:ip:udp:data,64.0,false,false
33,2019-3-8 16:14:37.913407,2019-3-8 16:14:37.980145,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:02:56:0e:f0:01:02:87:01:62:01:d2:00,10:81:02:56:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:01:00:00,eth:ethertype:ip:udp:data,66.0,false,false
43,2019-3-8 16:14:37.913726,2019-3-8 16:14:37.982283,192.168.2.238,192.168.2.166,3610,3610,60,57,10:81:34:32:0e:f0:01:05:fd:01:62:01:80:00,10:81:34:32:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,68.0,false,false
45,2019-3-8 16:14:37.913788,2019-3-8 16:14:37.985579,192.168.2.238,192.168.2.158,3610,3610,60,57,10:81:34:46:0e:f0:01:05:fd:01:62:01:80:00,10:81:34:46:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,71.0,false,false
40,2019-3-8 16:14:37.913640,2019-3-8 16:14:38.3403,192.168.2.238,192.168.2.108,3610,3610,60,58,10:81:34:1e:0e:f0:01:00:11:01:62:01:e0:00,10:81:34:1e:00:11:01:0e:f0:01:72:01:e0:02:01:1c,eth:ethertype:ip:udp:data,90.0,false,false
38,2019-3-8 16:14:37.913573,2019-3-8 16:14:38.36403,192.168.2.238,192.168.2.145,3610,3610,60,58,10:81:34:15:0e:f0:01:00:11:01:62:01:e0:00,10:81:34:15:00:11:01:0e:f0:01:72:01:e0:02:00:4f,eth:ethertype:ip:udp:data,123.0,false,false
39,2019-3-8 16:14:37.913605,2019-3-8 16:14:38.95177,192.168.2.238,192.168.2.145,3610,3610,60,57,10:81:34:16:0e:f0:01:00:12:01:62:01:e0:00,10:81:34:16:00:12:01:0e:f0:01:72:01:e0:01:38,eth:ethertype:ip:udp:data,182.0,false,false
41,2019-3-8 16:14:37.913665,2019-3-8 16:14:38.114737,192.168.2.238,192.168.2.108,3610,3610,60,57,10:81:34:1f:0e:f0:01:00:12:01:62:01:e0:00,10:81:34:1f:00:12:01:0e:f0:01:72:01:e0:01:18,eth:ethertype:ip:udp:data,202.0,false,false
34,2019-3-8 16:14:37.913441,2019-3-8 16:14:38.131628,192.168.2.238,192.168.2.202,3610,3610,60,58,10:81:34:0a:0e:f0:01:00:1f:01:62:01:e0:00,10:81:34:0a:00:1f:01:0e:f0:01:72:01:e0:02:00:0e,eth:ethertype:ip:udp:data,219.0,false,false
35,2019-3-8 16:14:37.913476,2019-3-8 16:14:38.342679,192.168.2.238,192.168.2.202,3610,3610,60,58,10:81:34:0b:0e:f0:01:00:1f:02:62:01:e0:00,10:81:34:0b:00:1f:02:0e:f0:01:72:01:e0:02:00:10,eth:ethertype:ip:udp:data,430.0,false,false
36,2019-3-8 16:14:37.913530,2019-3-8 16:14:38.553619,192.168.2.238,192.168.2.202,3610,3610,60,58,10:81:34:0c:0e:f0:01:00:1f:03:62:01:e0:00,10:81:34:0c:00:1f:03:0e:f0:01:72:01:e0:02:00:13,eth:ethertype:ip:udp:data,641.0,false,false
49,2019-3-8 16:14:38.597435,2019-3-8 16:14:38.659948,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:00:f6:0e:f0:01:02:87:01:62:01:d2:00,10:81:00:f6:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:01:00:00,eth:ethertype:ip:udp:data,62.0,false,false
46,2019-3-8 16:14:38.597354,2019-3-8 16:14:38.660824,192.168.2.238,192.168.2.166,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,63.0,false,false
48,2019-3-8 16:14:38.597404,2019-3-8 16:14:38.663238,192.168.2.238,192.168.2.158,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,65.0,false,false
47,2019-3-8 16:14:38.597381,2019-3-8 16:14:38.704441,192.168.2.238,192.168.2.167,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,107.0,false,false
53,2019-3-8 16:14:39.597688,2019-3-8 16:14:39.650901,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:00:f6:0e:f0:01:02:87:01:62:01:d2:00,10:81:00:f6:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:01:00:00,eth:ethertype:ip:udp:data,53.0,false,false
51,2019-3-8 16:14:39.597645,2019-3-8 16:14:39.691975,192.168.2.238,192.168.2.167,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,94.0,false,false
50,2019-3-8 16:14:39.597620,2019-3-8 16:14:39.702616,192.168.2.238,192.168.2.166,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,104.0,false,false
52,2019-3-8 16:14:39.597668,2019-3-8 16:14:39.702960,192.168.2.238,192.168.2.158,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,105.0,false,false
57,2019-3-8 16:14:40.597961,2019-3-8 16:14:40.641483,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:00:f6:0e:f0:01:02:87:01:62:01:d2:00,10:81:00:f6:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:01:00:00,eth:ethertype:ip:udp:data,43.0,false,false
55,2019-3-8 16:14:40.597899,2019-3-8 16:14:40.680248,192.168.2.238,192.168.2.167,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,82.0,false,false
56,2019-3-8 16:14:40.597922,2019-3-8 16:14:40.691058,192.168.2.238,192.168.2.158,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,93.0,false,false
54,2019-3-8 16:14:40.597875,2019-3-8 16:14:40.691640,192.168.2.238,192.168.2.166,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,93.0,false,false
42,2019-3-8 16:14:37.913695,2019-3-8 16:14:41.493646,192.168.2.238,192.168.2.174,3610,3610,60,57,10:81:34:28:0e:f0:01:01:30:01:62:01:80:00,10:81:34:28:01:30:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,3580.0,false,false
61,2019-3-8 16:14:41.598218,2019-3-8 16:14:41.634916,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:00:f6:0e:f0:01:02:87:01:62:01:d2:00,10:81:00:f6:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:01:00:00,eth:ethertype:ip:udp:data,36.0,false,false
59,2019-3-8 16:14:41.598163,2019-3-8 16:14:41.667379,192.168.2.238,192.168.2.167,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,69.0,false,false
60,2019-3-8 16:14:41.598190,2019-3-8 16:14:41.678893,192.168.2.238,192.168.2.158,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,80.0,false,false
58,2019-3-8 16:14:41.598134,2019-3-8 16:14:41.680597,192.168.2.238,192.168.2.166,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,82.0,false,false
64,2019-3-8 16:14:42.598392,2019-3-8 16:14:42.667298,192.168.2.238,192.168.2.158,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,68.0,false,false
62,2019-3-8 16:14:42.598346,2019-3-8 16:14:42.670253,192.168.2.238,192.168.2.166,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,71.0,false,false
65,2019-3-8 16:14:42.598424,2019-3-8 16:14:42.678474,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:00:f6:0e:f0:01:02:87:01:62:01:d2:00,10:81:00:f6:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:01:00:00,eth:ethertype:ip:udp:data,80.0,false,false
63,2019-3-8 16:14:42.598374,2019-3-8 16:14:42.706577,192.168.2.238,192.168.2.167,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,108.0,false,false
66,2019-3-8 16:14:43.598604,2019-3-8 16:14:43.661268,192.168.2.238,192.168.2.166,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,62.0,false,false
69,2019-3-8 16:14:43.598686,2019-3-8 16:14:43.669004,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:00:f6:0e:f0:01:02:87:01:62:01:d2:00,10:81:00:f6:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:01:00:00,eth:ethertype:ip:udp:data,70.0,false,false
67,2019-3-8 16:14:43.598630,2019-3-8 16:14:43.697203,192.168.2.238,192.168.2.167,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,98.0,false,false
68,2019-3-8 16:14:43.598656,2019-3-8 16:14:43.708062,192.168.2.238,192.168.2.158,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,109.0,false,false
73,2019-3-8 16:14:44.598947,2019-3-8 16:14:44.661568,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:00:f6:0e:f0:01:02:87:01:62:01:d2:00,10:81:00:f6:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:01:00:00,eth:ethertype:ip:udp:data,62.0,false,false
71,2019-3-8 16:14:44.598899,2019-3-8 16:14:44.685933,192.168.2.238,192.168.2.167,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,87.0,false,false
72,2019-3-8 16:14:44.598919,2019-3-8 16:14:44.696866,192.168.2.238,192.168.2.158,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,97.0,false,false
70,2019-3-8 16:14:44.598867,2019-3-8 16:14:44.702503,192.168.2.238,192.168.2.166,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,103.0,false,false
77,2019-3-8 16:14:45.599171,2019-3-8 16:14:45.651495,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:00:f6:0e:f0:01:02:87:01:62:01:d2:00,10:81:00:f6:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:01:00:00,eth:ethertype:ip:udp:data,52.0,false,false
75,2019-3-8 16:14:45.599123,2019-3-8 16:14:45.677969,192.168.2.238,192.168.2.167,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,78.0,false,false
76,2019-3-8 16:14:45.599146,2019-3-8 16:14:45.690558,192.168.2.238,192.168.2.158,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,91.0,false,false
74,2019-3-8 16:14:45.599095,2019-3-8 16:14:45.696916,192.168.2.238,192.168.2.166,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,97.0,false,false
81,2019-3-8 16:14:46.599441,2019-3-8 16:14:46.641486,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:00:f6:0e:f0:01:02:87:01:62:01:d2:00,10:81:00:f6:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:01:00:00,eth:ethertype:ip:udp:data,42.0,false,false
79,2019-3-8 16:14:46.599397,2019-3-8 16:14:46.664845,192.168.2.238,192.168.2.167,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,65.0,false,false
80,2019-3-8 16:14:46.599416,2019-3-8 16:14:46.678787,192.168.2.238,192.168.2.158,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,79.0,false,false
78,2019-3-8 16:14:46.599369,2019-3-8 16:14:46.686835,192.168.2.238,192.168.2.166,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,87.0,false,false
85,2019-3-8 16:14:47.599683,2019-3-8 16:14:47.631770,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:00:f6:0e:f0:01:02:87:01:62:01:d2:00,10:81:00:f6:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:01:00:00,eth:ethertype:ip:udp:data,32.0,false,false
84,2019-3-8 16:14:47.599650,2019-3-8 16:14:47.667254,192.168.2.238,192.168.2.158,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,67.0,false,false
82,2019-3-8 16:14:47.599603,2019-3-8 16:14:47.676722,192.168.2.238,192.168.2.166,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,77.0,false,false
83,2019-3-8 16:14:47.599626,2019-3-8 16:14:47.704413,192.168.2.238,192.168.2.167,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,104.0,false,false
86,2019-3-8 16:14:47.907385,2019-3-8 16:14:47.947517,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:02:56:0e:f0:01:02:87:01:62:01:d2:00,10:81:02:56:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:01:00:00,eth:ethertype:ip:udp:data,40.0,false,false
97,2019-3-8 16:14:47.907617,2019-3-8 16:14:47.970236,192.168.2.238,192.168.2.167,3610,3610,60,57,10:81:35:3c:0e:f0:01:05:fd:01:62:01:80:00,10:81:35:3c:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,62.0,false,false
93,2019-3-8 16:14:47.907525,2019-3-8 16:14:47.971892,192.168.2.238,192.168.2.108,3610,3610,60,58,10:81:35:1e:0e:f0:01:00:11:01:62:01:e0:00,10:81:35:1e:00:11:01:0e:f0:01:72:01:e0:02:01:1a,eth:ethertype:ip:udp:data,64.0,false,false
95,2019-3-8 16:14:47.907577,2019-3-8 16:14:47.978363,192.168.2.238,192.168.2.174,3610,3610,60,57,10:81:35:28:0e:f0:01:01:30:01:62:01:80:00,10:81:35:28:01:30:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,70.0,false,false
98,2019-3-8 16:14:47.907640,2019-3-8 16:14:47.982230,192.168.2.238,192.168.2.158,3610,3610,60,57,10:81:35:46:0e:f0:01:05:fd:01:62:01:80:00,10:81:35:46:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,74.0,false,false
