FlowNo,FirstSentTime,LastReceivedTime,FromIP,ToIP,SendToPort,ReceivedFromPort,SentFrameSize,ReceivedFrameSize,SentData,ReceivedData,Protocol,TransactionTime,HasSubFlow,isAbnormal
247,2019-3-8 16:15:17.607909,2019-3-8 16:15:17.685071,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:00:f6:0e:f0:01:02:87:01:62:01:d2:00,10:81:00:f6:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:01:00:00,eth:ethertype:ip:udp:data,77.0,false,false
248,2019-3-8 16:15:17.912356,2019-3-8 16:15:17.950132,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:02:56:0e:f0:01:02:87:01:62:01:d2:00,10:81:02:56:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:01:00:00,eth:ethertype:ip:udp:data,37.0,false,false
252,2019-3-8 16:15:17.912498,2019-3-8 16:15:17.978653,192.168.2.238,192.168.2.145,3610,3610,60,58,10:81:38:14:0e:f0:01:00:1f:01:62:01:e0:00,10:81:38:14:00:1f:01:0e:f0:01:72:01:e0:02:00:24,eth:ethertype:ip:udp:data,66.0,false,false
260,2019-3-8 16:15:17.912747,2019-3-8 16:15:17.986611,192.168.2.238,192.168.2.158,3610,3610,60,57,10:81:38:46:0e:f0:01:05:fd:01:62:01:80:00,10:81:38:46:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,73.0,false,false
258,2019-3-8 16:15:17.912682,2019-3-8 16:15:17.986634,192.168.2.238,192.168.2.166,3610,3610,60,57,10:81:38:32:0e:f0:01:05:fd:01:62:01:80:00,10:81:38:32:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,73.0,false,false
255,2019-3-8 16:15:17.912592,2019-3-8 16:15:17.995060,192.168.2.238,192.168.2.108,3610,3610,60,58,10:81:38:1e:0e:f0:01:00:11:01:62:01:e0:00,10:81:38:1e:00:11:01:0e:f0:01:72:01:e0:02:01:12,eth:ethertype:ip:udp:data,82.0,false,false
259,2019-3-8 16:15:17.912711,2019-3-8 16:15:17.995837,192.168.2.238,192.168.2.167,3610,3610,60,57,10:81:38:3c:0e:f0:01:05:fd:01:62:01:80:00,10:81:38:3c:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,83.0,false,false
253,2019-3-8 16:15:17.912532,2019-3-8 16:15:18.37329,192.168.2.238,192.168.2.145,3610,3610,60,58,10:81:38:15:0e:f0:01:00:11:01:62:01:e0:00,10:81:38:15:00:11:01:0e:f0:01:72:01:e0:02:00:50,eth:ethertype:ip:udp:data,125.0,false,false
256,2019-3-8 16:15:17.912619,2019-3-8 16:15:18.53734,192.168.2.238,192.168.2.108,3610,3610,60,57,10:81:38:1f:0e:f0:01:00:12:01:62:01:e0:00,10:81:38:1f:00:12:01:0e:f0:01:72:01:e0:01:19,eth:ethertype:ip:udp:data,142.0,false,false
254,2019-3-8 16:15:17.912563,2019-3-8 16:15:18.96244,192.168.2.238,192.168.2.145,3610,3610,60,57,10:81:38:16:0e:f0:01:00:12:01:62:01:e0:00,10:81:38:16:00:12:01:0e:f0:01:72:01:e0:01:38,eth:ethertype:ip:udp:data,184.0,false,false
249,2019-3-8 16:15:17.912404,2019-3-8 16:15:18.124272,192.168.2.238,192.168.2.202,3610,3610,60,58,10:81:38:0a:0e:f0:01:00:1f:01:62:01:e0:00,10:81:38:0a:00:1f:01:0e:f0:01:72:01:e0:02:00:08,eth:ethertype:ip:udp:data,212.0,false,false
250,2019-3-8 16:15:17.912437,2019-3-8 16:15:18.345736,192.168.2.238,192.168.2.202,3610,3610,60,58,10:81:38:0b:0e:f0:01:00:1f:02:62:01:e0:00,10:81:38:0b:00:1f:02:0e:f0:01:72:01:e0:02:00:0a,eth:ethertype:ip:udp:data,434.0,false,false
251,2019-3-8 16:15:17.912468,2019-3-8 16:15:18.557910,192.168.2.238,192.168.2.202,3610,3610,60,58,10:81:38:0c:0e:f0:01:00:1f:03:62:01:e0:00,10:81:38:0c:00:1f:03:0e:f0:01:72:01:e0:02:00:13,eth:ethertype:ip:udp:data,646.0,false,false
262,2019-3-8 16:15:18.608141,2019-3-8 16:15:18.673378,192.168.2.238,192.168.2.167,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,65.0,false,false
264,2019-3-8 16:15:18.608183,2019-3-8 16:15:18.680859,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:00:f6:0e:f0:01:02:87:01:62:01:d2:00,10:81:00:f6:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:01:00:00,eth:ethertype:ip:udp:data,72.0,false,false
263,2019-3-8 16:15:18.608162,2019-3-8 16:15:18.716151,192.168.2.238,192.168.2.158,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,107.0,false,false
261,2019-3-8 16:15:18.608112,2019-3-8 16:15:18.717269,192.168.2.238,192.168.2.166,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,109.0,false,false
268,2019-3-8 16:15:19.608496,2019-3-8 16:15:19.670953,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:00:f6:0e:f0:01:02:87:01:62:01:d2:00,10:81:00:f6:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:01:00:00,eth:ethertype:ip:udp:data,62.0,false,false
267,2019-3-8 16:15:19.608462,2019-3-8 16:15:19.704124,192.168.2.238,192.168.2.158,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,95.0,false,false
265,2019-3-8 16:15:19.608400,2019-3-8 16:15:19.707045,192.168.2.238,192.168.2.166,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,98.0,false,false
266,2019-3-8 16:15:19.608428,2019-3-8 16:15:19.713263,192.168.2.238,192.168.2.167,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,104.0,false,false
272,2019-3-8 16:15:20.608763,2019-3-8 16:15:20.660799,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:00:f6:0e:f0:01:02:87:01:62:01:d2:00,10:81:00:f6:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:01:00:00,eth:ethertype:ip:udp:data,52.0,false,false
271,2019-3-8 16:15:20.608734,2019-3-8 16:15:20.692260,192.168.2.238,192.168.2.158,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,83.0,false,false
269,2019-3-8 16:15:20.608687,2019-3-8 16:15:20.696122,192.168.2.238,192.168.2.166,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,87.0,false,false
270,2019-3-8 16:15:20.608711,2019-3-8 16:15:20.700622,192.168.2.238,192.168.2.167,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,91.0,false,false
257,2019-3-8 16:15:17.912652,2019-3-8 16:15:21.607416,192.168.2.238,192.168.2.174,3610,3610,60,57,10:81:38:28:0e:f0:01:01:30:01:62:01:80:00,10:81:38:28:01:30:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,3695.0,false,false
276,2019-3-8 16:15:21.609021,2019-3-8 16:15:21.650787,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:00:f6:0e:f0:01:02:87:01:62:01:d2:00,10:81:00:f6:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:01:00:00,eth:ethertype:ip:udp:data,41.0,false,false
275,2019-3-8 16:15:21.608990,2019-3-8 16:15:21.680666,192.168.2.238,192.168.2.158,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,71.0,false,false
273,2019-3-8 16:15:21.608941,2019-3-8 16:15:21.685740,192.168.2.238,192.168.2.166,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,76.0,false,false
274,2019-3-8 16:15:21.608969,2019-3-8 16:15:21.689854,192.168.2.238,192.168.2.167,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,80.0,false,false
280,2019-3-8 16:15:22.609247,2019-3-8 16:15:22.653611,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:00:f6:0e:f0:01:02:87:01:62:01:d2:00,10:81:00:f6:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:01:00:00,eth:ethertype:ip:udp:data,44.0,false,false
279,2019-3-8 16:15:22.609219,2019-3-8 16:15:22.671037,192.168.2.238,192.168.2.158,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,61.0,false,false
277,2019-3-8 16:15:22.609169,2019-3-8 16:15:22.675797,192.168.2.238,192.168.2.166,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,66.0,false,false
278,2019-3-8 16:15:22.609198,2019-3-8 16:15:22.676871,192.168.2.238,192.168.2.167,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,67.0,false,false
284,2019-3-8 16:15:23.609493,2019-3-8 16:15:23.646901,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:00:f6:0e:f0:01:02:87:01:62:01:d2:00,10:81:00:f6:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:01:00:00,eth:ethertype:ip:udp:data,37.0,false,false
283,2019-3-8 16:15:23.609463,2019-3-8 16:15:23.711234,192.168.2.238,192.168.2.158,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,101.0,false,false
282,2019-3-8 16:15:23.609445,2019-3-8 16:15:23.716306,192.168.2.238,192.168.2.167,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,106.0,false,false
281,2019-3-8 16:15:23.609417,2019-3-8 16:15:23.717933,192.168.2.238,192.168.2.166,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,108.0,false,false
288,2019-3-8 16:15:24.609754,2019-3-8 16:15:24.689905,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:00:f6:0e:f0:01:02:87:01:62:01:d2:00,10:81:00:f6:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:01:00:00,eth:ethertype:ip:udp:data,80.0,false,false
287,2019-3-8 16:15:24.609727,2019-3-8 16:15:24.701415,192.168.2.238,192.168.2.158,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,91.0,false,false
286,2019-3-8 16:15:24.609709,2019-3-8 16:15:24.703968,192.168.2.238,192.168.2.167,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,94.0,false,false
285,2019-3-8 16:15:24.609680,2019-3-8 16:15:24.708146,192.168.2.238,192.168.2.166,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,98.0,false,false
292,2019-3-8 16:15:25.610012,2019-3-8 16:15:25.681493,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:00:f6:0e:f0:01:02:87:01:62:01:d2:00,10:81:00:f6:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:01:00:00,eth:ethertype:ip:udp:data,71.0,false,false
291,2019-3-8 16:15:25.609969,2019-3-8 16:15:25.697776,192.168.2.238,192.168.2.158,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,87.0,false,false
290,2019-3-8 16:15:25.609946,2019-3-8 16:15:25.698857,192.168.2.238,192.168.2.167,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,88.0,false,false
289,2019-3-8 16:15:25.609919,2019-3-8 16:15:25.701230,192.168.2.238,192.168.2.166,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,91.0,false,false
296,2019-3-8 16:15:26.610243,2019-3-8 16:15:26.674059,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:00:f6:0e:f0:01:02:87:01:62:01:d2:00,10:81:00:f6:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:01:00:00,eth:ethertype:ip:udp:data,63.0,false,false
295,2019-3-8 16:15:26.610210,2019-3-8 16:15:26.685732,192.168.2.238,192.168.2.158,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,75.0,false,false
294,2019-3-8 16:15:26.610193,2019-3-8 16:15:26.685966,192.168.2.238,192.168.2.167,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,75.0,false,false
293,2019-3-8 16:15:26.610165,2019-3-8 16:15:26.690758,192.168.2.238,192.168.2.166,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,80.0,false,false
300,2019-3-8 16:15:27.610506,2019-3-8 16:15:27.664948,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:00:f6:0e:f0:01:02:87:01:62:01:d2:00,10:81:00:f6:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:01:00:00,eth:ethertype:ip:udp:data,54.0,false,false
298,2019-3-8 16:15:27.610452,2019-3-8 16:15:27.677115,192.168.2.238,192.168.2.167,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,66.0,false,false
299,2019-3-8 16:15:27.610474,2019-3-8 16:15:27.677594,192.168.2.238,192.168.2.158,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,67.0,false,false
297,2019-3-8 16:15:27.610424,2019-3-8 16:15:27.680683,192.168.2.238,192.168.2.166,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,70.0,false,false
308,2019-3-8 16:15:27.904758,2019-3-8 16:15:27.980539,192.168.2.238,192.168.2.108,3610,3610,60,58,10:81:39:1e:0e:f0:01:00:11:01:62:01:e0:00,10:81:39:1e:00:11:01:0e:f0:01:72:01:e0:02:01:0e,eth:ethertype:ip:udp:data,75.0,false,false
301,2019-3-8 16:15:27.904607,2019-3-8 16:15:27.980554,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:02:56:0e:f0:01:02:87:01:62:01:d2:00,10:81:02:56:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:02:00:00,eth:ethertype:ip:udp:data,75.0,false,false
313,2019-3-8 16:15:27.904869,2019-3-8 16:15:27.993131,192.168.2.238,192.168.2.158,3610,3610,60,57,10:81:39:46:0e:f0:01:05:fd:01:62:01:80:00,10:81:39:46:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,88.0,false,false
312,2019-3-8 16:15:27.904845,2019-3-8 16:15:27.993146,192.168.2.238,192.168.2.167,3610,3610,60,57,10:81:39:3c:0e:f0:01:05:fd:01:62:01:80:00,10:81:39:3c:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,88.0,false,false
310,2019-3-8 16:15:27.904801,2019-3-8 16:15:27.995455,192.168.2.238,192.168.2.174,3610,3610,60,57,10:81:39:28:0e:f0:01:01:30:01:62:01:80:00,10:81:39:28:01:30:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,90.0,false,false
311,2019-3-8 16:15:27.904821,2019-3-8 16:15:27.996320,192.168.2.238,192.168.2.166,3610,3610,60,57,10:81:39:32:0e:f0:01:05:fd:01:62:01:80:00,10:81:39:32:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,91.0,false,false
305,2019-3-8 16:15:27.904690,2019-3-8 16:15:28.14750,192.168.2.238,192.168.2.145,3610,3610,60,58,10:81:39:14:0e:f0:01:00:1f:01:62:01:e0:00,10:81:39:14:00:1f:01:0e:f0:01:72:01:e0:02:00:53,eth:ethertype:ip:udp:data,111.0,false,false
309,2019-3-8 16:15:27.904781,2019-3-8 16:15:28.39545,192.168.2.238,192.168.2.108,3610,3610,60,57,10:81:39:1f:0e:f0:01:00:12:01:62:01:e0:00,10:81:39:1f:00:12:01:0e:f0:01:72:01:e0:01:19,eth:ethertype:ip:udp:data,135.0,false,false
306,2019-3-8 16:15:27.904719,2019-3-8 16:15:28.72942,192.168.2.238,192.168.2.145,3610,3610,60,58,10:81:39:15:0e:f0:01:00:11:01:62:01:e0:00,10:81:39:15:00:11:01:0e:f0:01:72:01:e0:02:00:4f,eth:ethertype:ip:udp:data,169.0,false,false
302,2019-3-8 16:15:27.904636,2019-3-8 16:15:28.130633,192.168.2.238,192.168.2.202,3610,3610,60,58,10:81:39:0a:0e:f0:01:00:1f:01:62:01:e0:00,10:81:39:0a:00:1f:01:0e:f0:01:72:01:e0:02:00:0b,eth:ethertype:ip:udp:data,226.0,false,false
307,2019-3-8 16:15:27.904738,2019-3-8 16:15:28.131655,192.168.2.238,192.168.2.145,3610,3610,60,57,10:81:39:16:0e:f0:01:00:12:01:62:01:e0:00,10:81:39:16:00:12:01:0e:f0:01:72:01:e0:01:38,eth:ethertype:ip:udp:data,227.0,false,false
303,2019-3-8 16:15:27.904655,2019-3-8 16:15:28.349333,192.168.2.238,192.168.2.202,3610,3610,60,58,10:81:39:0b:0e:f0:01:00:1f:02:62:01:e0:00,10:81:39:0b:00:1f:02:0e:f0:01:72:01:e0:02:00:0a,eth:ethertype:ip:udp:data,445.0,false,false
304,2019-3-8 16:15:27.904672,2019-3-8 16:15:28.561231,192.168.2.238,192.168.2.202,3610,3610,60,58,10:81:39:0c:0e:f0:01:00:1f:03:62:01:e0:00,10:81:39:0c:00:1f:03:0e:f0:01:72:01:e0:02:00:10,eth:ethertype:ip:udp:data,657.0,false,false
317,2019-3-8 16:15:28.610771,2019-3-8 16:15:28.659490,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:00:f6:0e:f0:01:02:87:01:62:01:d2:00,10:81:00:f6:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:02:00:00,eth:ethertype:ip:udp:data,48.0,false,false
315,2019-3-8 16:15:28.610719,2019-3-8 16:15:28.672412,192.168.2.238,192.168.2.167,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,61.0,false,false
316,2019-3-8 16:15:28.610739,2019-3-8 16:15:28.672426,192.168.2.238,192.168.2.158,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,61.0,false,false
314,2019-3-8 16:15:28.610692,2019-3-8 16:15:28.674409,192.168.2.238,192.168.2.166,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,63.0,false,false
321,2019-3-8 16:15:29.611029,2019-3-8 16:15:29.649242,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:00:f6:0e:f0:01:02:87:01:62:01:d2:00,10:81:00:f6:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:02:00:00,eth:ethertype:ip:udp:data,38.0,false,false
319,2019-3-8 16:15:29.610989,2019-3-8 16:15:29.711990,192.168.2.238,192.168.2.167,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,101.0,false,false
320,2019-3-8 16:15:29.611007,2019-3-8 16:15:29.712754,192.168.2.238,192.168.2.158,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,101.0,false,false
318,2019-3-8 16:15:29.610961,2019-3-8 16:15:29.715922,192.168.2.238,192.168.2.166,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,104.0,false,false
325,2019-3-8 16:15:30.611302,2019-3-8 16:15:30.691820,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:00:f6:0e:f0:01:02:87:01:62:01:d2:00,10:81:00:f6:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:01:00:00,eth:ethertype:ip:udp:data,80.0,false,false
323,2019-3-8 16:15:30.611255,2019-3-8 16:15:30.699124,192.168.2.238,192.168.2.167,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,87.0,false,false
324,2019-3-8 16:15:30.611273,2019-3-8 16:15:30.700563,192.168.2.238,192.168.2.158,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,89.0,false,false
322,2019-3-8 16:15:30.611227,2019-3-8 16:15:30.705675,192.168.2.238,192.168.2.166,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,94.0,false,false
329,2019-3-8 16:15:31.611549,2019-3-8 16:15:31.681423,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:00:f6:0e:f0:01:02:87:01:62:01:d2:00,10:81:00:f6:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:01:00:00,eth:ethertype:ip:udp:data,69.0,false,false
327,2019-3-8 16:15:31.611495,2019-3-8 16:15:31.686752,192.168.2.238,192.168.2.167,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,75.0,false,false
328,2019-3-8 16:15:31.611515,2019-3-8 16:15:31.688996,192.168.2.238,192.168.2.158,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,77.0,false,false
326,2019-3-8 16:15:31.611485,2019-3-8 16:15:31.695634,192.168.2.238,192.168.2.166,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,84.0,false,false
333,2019-3-8 16:15:32.611793,2019-3-8 16:15:32.674685,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:00:f6:0e:f0:01:02:87:01:62:01:d2:00,10:81:00:f6:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:01:00:00,eth:ethertype:ip:udp:data,62.0,false,false
331,2019-3-8 16:15:32.611739,2019-3-8 16:15:32.674708,192.168.2.238,192.168.2.167,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,62.0,false,false
332,2019-3-8 16:15:32.611763,2019-3-8 16:15:32.677331,192.168.2.238,192.168.2.158,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,65.0,false,false
330,2019-3-8 16:15:32.611717,2019-3-8 16:15:32.684588,192.168.2.238,192.168.2.166,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,72.0,false,false
337,2019-3-8 16:15:33.612069,2019-3-8 16:15:33.664428,192.168.2.238,192.168.2.176,3610,3610,60,64,10:81:00:f6:0e:f0:01:02:87:01:62:01:d2:00,10:81:00:f6:02:87:01:0e:f0:01:72:01:d2:08:00:08:e6:5a:00:01:00:00,eth:ethertype:ip:udp:data,52.0,false,false
336,2019-3-8 16:15:33.612052,2019-3-8 16:15:33.669834,192.168.2.238,192.168.2.158,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,57.0,false,false
334,2019-3-8 16:15:33.612005,2019-3-8 16:15:33.679012,192.168.2.238,192.168.2.166,3610,3610,60,57,10:81:00:f6:0e:f0:01:05:fd:01:62:01:80:00,10:81:00:f6:05:fd:01:0e:f0:01:72:01:80:01:31,eth:ethertype:ip:udp:data,67.0,false,false
